author;day;month;full_text;favorite_count;quote_count;reply_count;retweet_count;reply;photo;video;pm;retuit;type;score_tweet;alcance
Urresti;19;3;"Las AFP reinician su campaña de terror con más fuerza. Ahora ya no dicen """"vamos a quebrar"""", ahora usan a los afiliados. Saben que vamos a ganar las elecciones y que no les vamos a perdonar nada!!! #UrrestiPresidente 
#SueltaMiPlataMalditaAFP https://t.co/apCdTOOkyO";207;115;85;31;0;;;;;Positive;2;438
Urresti;11;2;"Rechazo total a la pretensión de un congresista de Fuerza Popular de que se vacune a los congresistas porque están en """"primera línea"""". ¡Nuestros médicos, policías y militares son los que verdaderamente están en primera línea! https://t.co/XGS3I5iyN0";213;91;58;31;0;;;;;Positive;5;393
Urresti;17;3;"¡Cuenta regresiva! #UrrestiVsBeto 
- La fuga de los debates del candidato con nombre de chancho
- Lescano y su """"canazo con sal"""" para curar el Covid
Esto y más... desde las 9 de la noche!!!
#UrrestiPresidente https://t.co/a6fXuvVedw";97;38;39;17;0;;;;;Negative;-1;191
Urresti;23;2;"O sea, soy ganador fijo!!!! 😃😃
Gracias, @heduardo50 !!
#MemesPorUrresti https://t.co/3xxoQPYj8K";176;99;115;29;0;;;;;Positive;6;419
Urresti;5;2;"Tú puedes formar parte de Operación Podemos... ¡Súmate al equipo ganador!. #TodosJuntosLoPodemosTodo.
@hurgamemoriaPE, préstame tu muro. 😉 https://t.co/RX7Q37P3gP";216;86;239;31;0;;;;;Positive;4;572
RLA;13;4;EL GRAN GANADOR ES LÓPEZ ALIAGA - La Abeja https://t.co/MFTTYoNNzB;2912;26;323;453;0;1;0;0;0;Positive;4;3714
RLA;5;2;"El turismo en el Perú tiene gran potencial para lograr grandes ganancias y que muchas personas del mundo conozcan la gran cultura de nuestro país.

#RenovaciónPopular #RafaelLópezAliaga https://t.co/VIarCYUZ9L";459;2;22;135;0;;;;;Positive;2;618
Urresti;16;3;"#UrrestiEsNoticia
Desde hace buenos años
que venimos luchando
y esta es una batalla
que la estamos ganando... ♫
😀😁😂
#UrrestiPresidente 
Este 11 de abril... ¡Marca la P! https://t.co/6MVVerxmeh";120;106;32;17;0;;;;;Positive;2;275
HDS;4;3;"“NO AL VETO, SÍ AL VOTO”
La posibilidad de que algún candidato quede excluído a estas alturas de la
contienda electoral es un escenario que no comparto.
Quiero ganar en la cancha y no con tachas. Nuestros electores necesitan
medirnos por nuestras ideas y propuestas.";8081;195;501;1758;0;;;;;Positive;3;10535
HDS;1;3;"Conferencia de Prensa """"Estrategia para ganar la paz y el desarrollo"""".

#deSotoSabe #deSotoPresidente 🚈🚈🚈 https://t.co/KRydMlHYam";360;4;15;80;0;;;;;Positive;6;459
Keiko;30;1;De la mano del pueblo fujimorista vamos a llegar a la segunda vuelta. Y de la mano del respaldo de la población que no quiere un retroceso y un salto al pasado, vamos a ganar estas elecciones- INAUGURACIÓN DE CAPACITACIÓN EN CAMPAÑAS ELECTORALES CANDIDATOS https://t.co/ayLSXGawUE;1645;102;1097;350;0;;;;;Positive;3;3194
Keiko;28;1;Hago un llamado a los candidatos para no caer en el juego perverso de ganar votos a costa de la vida y la necesidad de nuestro pueblo. Basta ya de tanta irresponsabilidad y demagogia. VIDEO: https://t.co/AvnXR1swHE;1346;90;929;329;0;;;;;Positive;3;2694
Keiko;10;1;"Los candidatos no podemos poner en riesgo la vida de la gente por ganar votos. Es por eso que hoy presento mis nuevos protocolos de campaña.
(VIDEO) https://t.co/4GJG7QTXzk";1943;261;1508;447;0;;;;;Positive;1;4159
Urresti;22;2;"Antes 4 candidatos disputábamos un cupo para acompañar a Forsyth. 
Ahora somos 5 candidatos para DOS cupos a la segunda vuelta. 
¡Si seguimos creciendo podemos ganar en primera!
6º en NOV.
5º en ENE
4º en FEB
#TodosJuntosLoPodemosTodo!! https://t.co/0jxYHAbbX7";173;84;150;38;0;;;;;Positive;4;445
Urresti;27;1;¡Con pandemia o sin pandemia los delincuentes no nos van a ganar! Iremos a buscarlos hasta donde se encuentren, los agarraremos y haremos que terminen en la cárcel. ¡Nuestras familias merecer vivir tranquilas!. #TodosJuntosLoPodemosTodo https://t.co/PsS4p8IMLN;143;85;61;19;0;;;;;Positive;3;308
RLA;11;4;🚨Exhorto a la ciudadanía a no dejarse sorprender por comunicados falsos. En Renovación Popular estamos convencidos que vamos a ganar en primera vuelta en el gobierno, el Congreso y el Parlamento Andino. https://t.co/TvLcUtDWQA;1285;5;74;364;0;1;0;0;0;Positive;6;1728
Urresti;23;3;Limpiamos tu parabrisas para que veas bien por quién votar!! Gracias a los jóvenes que tuvieron esta genial idea para difundir nuestras propuestas. Hoy me sumé a esta digna chamba. #UrrestiPresidente! https://t.co/7WPqKpEoWl https://t.co/ukVUSIN0Ej;122;49;56;16;0;;;;;Positive;5;243
Keiko;22;4;Hoy recordamos el valor de nuestras FF.AA en la lucha contra el terrorismo. Un día como hoy se realizó la operación Chavín de Huántar. ¡Honor y gloria a nuestras Fuerzas Armadas! Antes lo hicimos, y hoy los PERUANOS UNIDOS volveremos a triunfar y a rescatar a nuestro país. https://t.co/OaNytGgEq1;5885;105;865;1331;0;;;;;Positive;7;8186
Keiko;20;3;Esta noche estaré con la tía Gloria en la escuelita de JB en @atvpe. https://t.co/39kYYkwEeS;1146;32;219;192;0;;;;;Positive;2;1589
RLA;16;2;120 AÑOS DE GLORIA...!! https://t.co/5BI7xN4O9b;1836;141;327;256;0;;;;;Positive;2;2560
Urresti;30;1;Me causa gracia la creatividad de los tuiteros. Esta vez tomo con humor las #MentirasContraUrresti;27;1;4;1;0;;;;;Positive;5;33
HDS;8;4;"Cierre de Campaña en Arequipa ❤️
Gracias Perú!!!
#AvanzaPaís 
#HernandoDeSoto https://t.co/hH6wJW4vL9";3727;37;224;271;0;;;;;Positive;2;4259
HDS;25;3;Gracias Cuzco por su recibimiento. Toda mi gratitud! https://t.co/WANGTfWIjr;1309;13;63;137;0;;;;;Positive;2;1522
HDS;13;3;"Queridos jóvenes ¡Gracias por confiar en mí, no los voy a defraudar!

#AvanzaPaís #HernandoDeSoto #Presidente2021 🚈

https://t.co/QGvGHjtyQG";2326;60;165;332;0;;;;;Positive;1;2883
HDS;5;1;Thank you Bill (Gracias Bill).  Pronto nos veremos.;501;6;22;64;0;;;;;Positive;2;593
Keiko;23;4;¡Gracias, Villa Rica! 🇵🇪 https://t.co/OJGQ5h4whb;4290;76;589;779;0;;;;;Positive;2;5734
Keiko;6;4;Ya empezamos a cerrar nuestra campaña por el norte del Perú. ¡Gracias, #Tumbes! 🇵🇪 https://t.co/IvhqLjfIwD;1647;43;444;343;0;;;;;Positive;2;2477
Keiko;5;4;Fue un gusto entrevistarte @NanoGuerra4. ¡Gracias por esta iniciativa! Me encantó!!!;667;6;142;158;0;;;;;Positive;2;973
Keiko;23;3;Ellos en Chiclayo. Nosotros en Lima. Para un fujimorista no existen barreras. Gracias Sachie, Lucho y Nano. ¡Gracias Chiclayo! https://t.co/JNGdvU5yrh;1316;31;241;321;0;;;;;Positive;3;1909
Keiko;8;3;Gracias a @patty_juarez_, candidata a la vicepresidencia, por acompañarme en este lindo evento.;427;1;42;77;1;;;;;Positive;2;547
Keiko;19;2;Gracias a las videollamadas, todos los días estoy conversando con mucha gente valiente y luchadora  como María Elena, una comerciante del mercado de Sullana/Bellavista.  #AtuLadoEnLaDistancia https://t.co/bRAHJPpTsz;884;27;439;206;0;;;;;Positive;6;1556
Urresti;19;4;@otravezandres Muchas gracias!;2;0;1;0;1;;;;;Positive;2;3
Urresti;12;4;Gracias a los compatriotas que me honraron con su voto. Seguiremos luchando por una patria mejor, desde cualquier trinchera que nos depare el destino. https://t.co/dU1ymiUWR6;1248;34;260;57;0;;;;;Positive;3;1599
Urresti;29;3;Eso depende de la justicia, hijo. Saludos a tu familia, gracias por sus votos. #UrrestiPresidente;40;0;4;4;0;;;;;Positive;6;48
Urresti;29;3;Tremenda conversación con @augusthorndike. Gracias por la entrevista, gringo! https://t.co/oORMBw3dPI #UrrestiPresidente;128;44;21;10;0;;;;;Positive;2;203
Urresti;26;3;Me encantó. Gracias!!! #UrrestiPresidente https://t.co/W7bOH3713m;172;53;62;18;0;;;;;Positive;2;305
Urresti;25;3;¡AGÁRRENSE! El reencuentro con nuestra gente de Lima es impresionante. Desde ya, gracias a todos por sus botox... perdón, votos. 😂😂 #UrrestiPresidente https://t.co/UuvXCBT3GT;152;63;28;19;0;;;;;Positive;7;262
Urresti;25;3;"¡Gracias a nuestra gente de Huaycán por el cálido reencuentro de hoy! Adivinen a quién me encontré en el camino, rondando por allí. 😊
#UrrestiPresidente https://t.co/mMfwZSSeXC";164;87;45;20;0;;;;;Positive;2;316
Urresti;13;3;¡Estamos de vuelta en las calles! La gente reclamaba este reencuentro y aquí estamos. ¡Gracias, amigos de Villa María del Triunfo!👏👏👏👏👏 #UrrestiPresidente   #TodosJuntosLoPodemosTodo #VMTConUrresti https://t.co/943vmlDjTJ;185;109;53;35;0;;;;;Positive;6;382
Urresti;12;3;¡Ya extrañaba ese reencuentro con mi gente!! ¡Gracias, Callao por ese recibimiento APOTEÓSICO!!! Gracias por gritar #UrrestiPresidente! Gracias por gritar FUJITOPOS NUNCA MÁS!! https://t.co/S527Jw1KW9;127;49;41;24;0;;;;;Positive;2;241
Urresti;10;3;¡Gracias, Perú! #UrrestiYaGanó #UrrestiPresidente #TodosJuntosLoPodemosTodo https://t.co/4NBX1g0yZZ;258;79;249;41;0;;;;;Positive;2;627
Urresti;10;3;Ahora si puedo sonreír, ¿o no? 😂😂😂 Gracias al que hizo este meme, me siento honrado. Me alegra que los peruanos y peruanas se hayan dado cuenta de que Podemos Perú tiene el mejor plan de gobierno del Bicentenario. Los demás... MANAN!! 😛 #UrrestiYaGanó https://t.co/0JsWg5OZKF;149;62;117;24;0;;;;;Positive;10;352
Urresti;27;2;"#UrrestiEsNoticia. Gracias a @Agencia_Andina por la cobertura periodística para dar a conocer mis propuestas sobre salud.
 https://t.co/ccnIABVqO2";70;71;5;15;0;;;;;Positive;2;161
Urresti;27;2;"Gracias por la pregunta. Puse el meme justo para que me pregunten por las propuestas. Están acá. Saludos.  👍https://t.co/Oim40fRGfU 
#UrrestiPresidente";37;1;7;6;0;;;;;Positive;4;51
Urresti;22;2;@illanos1 Gracias por tu comentario. El plan de gobierno completito de Podemos Perú lo puedes leer acá. Te agradeceré un RT. Saludos. https://t.co/4xYfZuCteu;5;0;3;2;1;;;;;Positive;4;10
Urresti;22;2;"Los todopoderosos medios ya no pueden manipular a los electores como en el fujimontesinismo. ¡Por eso seguimos subiendo en las encuestas mientras otros pasan al fondo de la tabla y los demás ni despegan. ¡Gracias, compatriotas! ¡Viralicemos este video!
#TodosJuntosLoPodemosTodo https://t.co/qUdB5oxZni";125;103;41;34;0;;;;;Positive;1;303
Urresti;20;2;#Hurgamorado, gracias por brindarme tu atención. ¿Tu candidato sigue bajando en las encuestas o ya se detuvo en el octavo puesto? 😂 https://t.co/vYYNO8YT8Q;65;2;22;23;0;;;;;Neutral;0;112
Urresti;20;2;"Gracias por preguntar de qué universidad son. Son de la Universidad Nacional Mayor de San Marcos. Saludos.
#TodosJuntosLoPodemosTodo";38;1;4;14;0;;;;;Positive;10;57
Urresti;19;2;Grupos universitarios me dijeron que me estaban preparando un video sorpresa. No pensé que me partirían el corazón. Lo protagoniza una humilde y aguerrida vecina de cerro Centinela, una de las zonas de mayor pobreza del Perú. Gracias, Arian, Erick y Luis! https://t.co/dUHvt2Odfx;88;95;41;22;0;;;;;Positive;6;246
Urresti;18;2;¡Gracias por la cobertura, @julianaoxenford! Solo una cosita: NUNCA dije que no creo en las encuestas, lo que siempre digo es que las encuestadoras tienen sus intereses pero a medida que se acercan las elecciones empiezan a mostrar las verdaderas cifras. Saludos!! https://t.co/Dt73JSUPHc;130;79;44;26;0;;;;;Positive;2;279
Urresti;17;2;Los ricos y poderosos no me pueden comprar, no me pueden parar, no me pueden dominar!! Gracias, compatriotas! #TodosJuntosLoPodemosTodo https://t.co/f1TFsqIwD2;221;88;182;36;0;;;;;Negative;-1;527
Urresti;12;2;Gracias por tu comentario. Saludos https://t.co/be1lkCmGKu;42;1;9;0;0;;;;;Positive;4;52
Urresti;10;2;Gracias por tu voto. Saludos!! #UrrestiPresidenteFirme;29;0;5;0;0;;;;;Positive;4;34
Urresti;7;2;"Sobrino @otravezandres, gracias por tu decisión de votar por Podemos Perú. Siempre supe que terminarías apoyando un gran partido. El voto al Congreso es opcional pero si me pides un Nº escribe el 3 de Carlos Anderson, jefe de nuestro plan de gobierno. 👍😀
#UrrestiPresidente https://t.co/gxKmEQBkRJ";100;63;148;21;0;;;;;Positive;2;332
Urresti;4;2;Gracias por ser mi seguidora. Saludos. 😉#TodosJuntosLoPodemosTodo https://t.co/FMNce1DiR5;24;0;4;0;0;;;;;Positive;4;28
Urresti;4;2;Supuestamente. Gracias por decirlo. Saludos. #TodosJuntosLoPodemosTodo;16;0;4;1;0;;;;;Positive;4;21
Urresti;3;2;Las #MentirasContraUrresti se cayeron en menos de 72 horas. Gracias, Perú por confiar en mi inocencia!! https://t.co/0lsllLPQGp;67;3;44;7;0;;;;;Positive;2;121
Urresti;2;2;Las #MentirasContraUrresti sobre el caso Bustíos son un chicle que ya no pueden estirar más. PURO HUMO. Yo sé por qué se los digo. Prepárense que se viene algo grande. ¡Gracias, Perú, porque siempre confiaste en mí y en mi inocencia! https://t.co/lzXvoeEsGd;152;76;164;22;0;;;;;Positive;2;414
Urresti;2;2;"#MemesPorUrresti. Les dejo con la plumaza de Carlin. Espero que no me denuncien ante el Tribunal de Honor del PEE porque """"aparezco admitiendo que compro y amenazo testigos"""". 😂😂😂
(Las #MentirasContraUrresti se caen siempre, por eso mi subida en las encuestas. ¡Gracias, Perú!) https://t.co/UhA7UFc6gu";194;93;180;36;0;;;;;Positive;5;503
Urresti;1;2;Gracias por tenerme entre tus alternativas. #TodosJuntosLoPodemosTodo.  Saludos!;45;0;19;2;0;;;;;Positive;4;66
Urresti;30;1;Gracias por tu comentario. #TodosJuntosLoPodemosTodo https://t.co/6lwAhckt40;40;0;9;3;0;;;;;Positive;2;52
Urresti;30;1;¡BUENÍSIMO…! En el TOP 5 de candidatos presidenciales un peleadísimo empate técnico en el segundo lugar. ¡Nosotros estamos allí y vamos rumbo al primer lugar! Gracias, Perú, sabíamos que las #MentirasContraUrresti se iban a caer! #TodosJuntosLoPodemosTodo #UrrestiPresidente https://t.co/aQ8AkCn8Vr;189;106;196;21;0;;;;;Positive;2;512
Urresti;29;1;"Mensaje a @KeikoFujimori: No voy a indultar a Fujimori... salvo que devuelva los US$ 6,000 millones. Allí lo pensaré. 
#PeruanosContraElIndulto
#UrrestiEsNoticia: Gracias por la entrevista a @mgarciafreundt en @PanamericanaTV 
Entrevista completa ===&gt; https://t.co/ngJctZumW7 https://t.co/kt2GazAcX8";184;114;48;22;0;;;;;Positive;1;368
Urresti;22;1;Respirar el aire amazónico es lo mejor que pudo pasarme en la vida. Tuve que mantenerme a metros de distancia de la espectacular caravana para sacarme la mascarilla un par de minutos y tomarme la fotito pero valió la pena. ¡Gracias Loreto! #TodosJuntosLoPodemosTodo https://t.co/weLku3e4rp;187;89;97;23;0;;;;;Positive;3;396
Urresti;12;1;Gracias, tú también te pareces a ella. #TodosJuntosLoPodemosTodo;37;1;10;2;0;;;;;Positive;2;50
Urresti;8;1;Gracias por la pregunta. Lee esta información de marzo. #TodosJuntosLoPodemosTodo  Saludos. https://t.co/zRe1hByWRx;30;0;5;3;0;;;;;Positive;4;38
Urresti;8;1;Gracias.;23;0;0;0;0;;;;;Positive;2;23
Urresti;6;1;Gracias, muchas gracias;24;0;4;1;0;;;;;Positive;4;29
Urresti;1;1;Gracias! #TodosJuntosLoPodemosTodo.;46;1;18;6;0;;;;;Positive;2;71
RLA;20;4;GRACIAS PERÚ..! https://t.co/y43uPLvvCy;1750;33;124;406;0;0;1;0;0;Positive;2;2313
RLA;5;4;"¡Gracias Club Cienciano del Cusco! @Club_Cienciano 

#Elecciones2021
#RafaelLópezAliaga
#RenovaciónPopular
#RafaelPresidente2021 https://t.co/oUrWL8ScaN";1099;27;56;235;0;1;0;0;0;Positive;2;1417
RLA;1;4;"Gracias por enviarme esta hermosa canción, ¡Todo el Perú unido con Rafael López Aliaga, sí se puede en primera vuelta!

#RafaelLopezAliaga #RenovacionPopular https://t.co/mVs6Zzo3f5";1974;39;168;667;0;0;1;0;0;Positive;8;2848
RLA;1;4;GRACIAS HERMANOS PERUANOS..! https://t.co/N2YkctL1an;1264;24;157;334;0;0;1;0;0;Positive;2;1779
RLA;1;4;"Agradezco a mis alumnos por sus valiosas palabras, sé que ustedes perseverando llegarán muy lejos ¡Muchas gracias! 
#Elecciones2021
#RafaelLópezAliaga
#RenovaciónPopular
#RafaelPresidente2021 https://t.co/oXd2PS4sVO";1635;54;130;583;0;0;1;0;0;Positive;2;2402
RLA;24;3;"La #CaravanaDeLaEsperanza recorrió la región de #Cusco.
Muchas gracias por el recibimiento ¡Seguimos avanzando! 
¡Somos #RenovaciónPopular!
#Elecciones2021
#RafaelLópezAliaga
#PerúPotenciaMundial https://t.co/f7yd7GNoOv";577;11;40;153;0;;;;;Positive;2;781
RLA;23;3;"La #CaravanaDeLaEsperanza llegó a la provincia de #Huancayo
Muchas gracias por el recibimiento, ¡Seguimos avanzando! 
¡Somos #RenovaciónPopular!
#Elecciones2021
#RafaelLópezAliaga https://t.co/fu1KPqSqyY";1350;21;100;352;0;;;;;Positive;2;1823
RLA;22;3;"La #CaravanaDeLaEsperanza recorrió la provincia de #Jauja de la region de Junín.
Muchas gracias por el recibimiento ¡Seguimos avanzando! 
¡Somos #RenovaciónPopular!
#Elecciones2021
#RafaelLópezAliaga
#PerúPotenciaMundial https://t.co/enCvXPvHuA";1177;13;69;350;0;;;;;Positive;2;1609
RLA;22;3;"La #CaravanaDeLaEsperanza llegó al distrito de Villa El Salvador.
Muchas gracias por el recibimiento, ¡Seguimos avanzando! 
¡Somos #RenovaciónPopular!
#Elecciones2021
#RafaelLópezAliaga
#PerúPotenciaMundial https://t.co/7K58IMTEoH";741;15;68;211;0;;;;;Positive;2;1035
RLA;22;3;"La #CaravanaDeLaEsperanza recorrió la región de #Tacna.
Muchas gracias por el recibimiento ¡Seguimos avanzando! 
¡Somos #RenovaciónPopular!
#Elecciones2021
#RafaelLópezAliaga
#PerúPotenciaMundial https://t.co/8aYe8x3UlX";1061;11;66;278;0;;;;;Positive;2;1416
RLA;19;3;MI AMADA TACNA..! MUCHAS GRACIAS..! https://t.co/YOvl3SqEle;1008;8;68;237;0;;;;;Positive;2;1321
RLA;16;3;"La #CaravanaDeLaEsperanza recorrió el día de hoy la región de Huánuco. Muchas gracias por el recibimiento ¡Seguimos avanzando! ¡Somos #RenovaciónPopular!

#Elecciones2021
#PerúPotenciaMundial
#RafaelPresidente2021
#CongresoCeleste Ver menos https://t.co/cJ5lY95Nts";899;27;51;281;0;;;;;Positive;2;1258
RLA;16;3;"La #CaravanaDeLaEsperanza recorrió el día de hoy la región de Huánuco. Muchas gracias por el recibimiento ¡Seguimos avanzando! ¡Somos #RenovaciónPopular!
#Elecciones2021
#PerúPotenciaMundial
#RafaelPresidente2021
#CongresoCeleste https://t.co/ZKlXXsRltj";888;13;43;233;0;;;;;Positive;2;1177
RLA;15;3;"La #CaravanaDeLaEsperanza se encuentra recorriendo la región de Loreto. Muchas gracias por el recibimiento ¡Seguimos avanzando! ¡Somos #RenovaciónPopular!

#Elecciones2021
#PerúPotenciaMundial
#RafaelPresidente2021
#CongresoCeleste https://t.co/gkafGdzHg5";914;12;45;223;0;;;;;Positive;2;1194
RLA;15;3;MUCHAS GRACIAS HERMANOS DEL FREPAP..! https://t.co/XRlHt88TMI;4616;58;359;1017;0;;;;;Positive;2;6050
RLA;5;3;@ucinoticias_pe @pavese Gracias Rocio..! Elecciones libres y limpias..! No más dictaduras...;116;1;5;18;1;;;;;Positive;1;140
RLA;4;3;@HDeSotoPeru Muchas gracias Hernando..! Defenderemos la democracia..! No más dictadura...!;5092;48;296;875;1;;;;;Positive;1;6311
RLA;18;2;@drcesardip Lo sé. En Perú es similar o peor. Gracias.;147;0;7;17;1;;;;;Negative;-4;171
RLA;11;2;"Estimados amigos, muchas gracias por sus saludos y gestos por una fecha especial para mí. Seguimos en pie de lucha por un mejor Perú.

#SeguimosAvanzando
#RenovaciónPopular
#RafaelLópezAliaga
#SiSePuede https://t.co/JYYVBXTc9n";1716;23;212;325;0;;;;;Positive;4;2276
RLA;24;1;"Gracias a todos por acompañarme en este #MitinDigitalCeleste. Hemos tenido más de 3 mil personas en vivo en todas nuestras redes sociales. 

¡A la #OlaCeleste nadie la para!
¡#SiSePuede Perú!";1627;6;50;295;0;;;;;Positive;2;1978
RLA;19;1;¡Gracias Ricardo!;156;1;8;14;0;;;;;Positive;2;179
RLA;12;1;¡Gracias #Piura!;196;1;5;30;0;;;;;Positive;2;232
HDS;31;3;"Vamos a liberar los recursos del Perú. Es necesario liberar activos en pueblos jóvenes y finalmente es necesario unificar al país. La brecha es demasiado grande. @HDeSotoPeru @AvanzaPaisOf 
#DebatePresidencialJNE
#Elecciones2021
@JNE_Peru
@VotoInformado https://t.co/BtEHFfAh5R https://t.co/GHvGoLLrPX";1079;8;98;139;0;;;;;Positive;1;1324
